系统始发港,系统目的港,箱型,百分比,系统船公司,ALL IN 海运价,有效期开始时间,截止时间时间, 预算费用,
青岛,毕尔巴鄂,20GP,70%,MAERSK,675,2020/1/1,2020/3/31,472.5,
青岛,毕尔巴鄂,40GP,70%,MAERSK,1350,2020/1/1,2020/3/31,945,
青岛,毕尔巴鄂,40HC,70%,MAERSK,1350,2020/1/1,2020/3/31,945,
青岛,毕尔巴鄂,20GP,70%,MAERSK,697,2020/4/1,2020/6/30,487.9,
青岛,毕尔巴鄂,40GP,70%,MAERSK,1394,2020/4/1,2020/6/30,975.8,
青岛,毕尔巴鄂,40HC,70%,MAERSK,1394,2020/4/1,2020/6/30,975.8,
青岛,毕尔巴鄂,20GP,70%,MAERSK,514.5,2020/7/1,2020/9/30,360.15,
青岛,毕尔巴鄂,40GP,70%,MAERSK,1029,2020/7/1,2020/9/30,720.3,
青岛,毕尔巴鄂,40HC,70%,MAERSK,1029,2020/7/1,2020/9/30,720.3,
青岛,博多,20GP,50%,COSCO,240,2020/1/1,2020/2/29,120,
青岛,博多,40GP,50%,COSCO,130,2020/1/1,2020/2/29,65,
青岛,博多,40HC,50%,COSCO,130,2020/1/1,2020/2/29,65,
青岛,博多,20GP,50%,COSCO,280,2020/3/1,2021/2/28,140,
青岛,博多,40GP,50%,COSCO,150,2020/3/1,2021/2/28,75,
青岛,博多,40HC,50%,COSCO,150,2020/3/1,2021/2/28,75,
青岛,博多,20GP,20%,SINOTRANS,180,2020/3/1,2021/2/28,36,
青岛,博多,40GP,20%,SINOTRANS,230,2020/3/1,2021/2/28,46,
青岛,博多,40HC,20%,SINOTRANS,230,2020/3/1,2021/2/28,46,
青岛,博多,20GP,20%,SITC,200,2020/1/1,2020/2/29,40,
青岛,博多,40GP,20%,SITC,190,2020/1/1,2020/2/29,38,
青岛,博多,40HC,20%,SITC,190,2020/1/1,2020/2/29,38,
青岛,博多,20GP,30%,中创物流股份有限公司,135,2020/1/1,2020/2/29,40.5,
青岛,博多,40GP,30%,中创物流股份有限公司,140,2020/1/1,2020/2/29,42,
青岛,博多,40HC,30%,中创物流股份有限公司,140,2020/1/1,2020/2/29,42,
青岛,博多,20GP,30%,中创物流股份有限公司,161,2020/3/1,2021/2/28,48.3,
青岛,博多,40GP,30%,中创物流股份有限公司,191,2020/3/1,2021/2/28,57.3,
青岛,博多,40HC,30%,中创物流股份有限公司,191,2020/3/1,2021/2/28,57.3,
青岛,不莱梅哈芬,20GP,30%,COSCO,775,2020/1/1,2020/3/31,232.5,
青岛,不莱梅哈芬,40HC,30%,COSCO,1550,2020/1/1,2020/3/31,465,
青岛,不莱梅哈芬,20GP,30%,COSCO,775,2020/4/1,2020/6/30,232.5,
青岛,不莱梅哈芬,40GP,30%,COSCO,1550,2020/4/1,2020/6/30,465,
青岛,不莱梅哈芬,40HC,30%,COSCO,1550,2020/4/1,2020/6/30,465,
青岛,不莱梅哈芬,20GP,30%,COSCO,832,2020/7/1,2020/9/30,249.6,832
青岛,不莱梅哈芬,40GP,30%,COSCO,1664,2020/7/1,2020/9/30,499.2,1664
青岛,不莱梅哈芬,40HC,30%,COSCO,1664,2020/7/1,2020/9/30,499.2,1664
青岛,不莱梅哈芬,20GP,20%,HAPAG-LLOYD,612.5,2020/1/1,2020/3/31,122.5,
青岛,不莱梅哈芬,40HC,20%,HAPAG-LLOYD,1225,2020/1/1,2020/3/31,245,
青岛,不莱梅哈芬,20GP,20%,HAPAG-LLOYD,612.5,2020/4/1,2020/6/30,122.5,
青岛,不莱梅哈芬,40GP,20%,HAPAG-LLOYD,1225,2020/4/1,2020/6/30,245,
青岛,不莱梅哈芬,40HC,20%,HAPAG-LLOYD,1225,2020/4/1,2020/6/30,245,
青岛,不莱梅哈芬,20GP,20%,HAPAG-LLOYD,492.5,2020/7/1,2020/9/30,98.5,
青岛,不莱梅哈芬,40GP,20%,HAPAG-LLOYD,985,2020/7/1,2020/9/30,197,
青岛,不莱梅哈芬,40HC,20%,HAPAG-LLOYD,985,2020/7/1,2020/9/30,197,
青岛,不莱梅哈芬,20GP,20%,HYNUNDAI,600,2020/1/1,2020/3/31,120,
青岛,不莱梅哈芬,40HC,20%,HYNUNDAI,1200,2020/1/1,2020/3/31,240,
青岛,不莱梅哈芬,20GP,20%,HYNUNDAI,616,2020/4/1,2020/6/30,123.2,
青岛,不莱梅哈芬,40GP,20%,HYNUNDAI,1232,2020/4/1,2020/6/30,246.4,
青岛,不莱梅哈芬,40HC,20%,HYNUNDAI,1232,2020/4/1,2020/6/30,246.4,
青岛,不莱梅哈芬,20GP,20%,HYNUNDAI,536,2020/7/1,2020/9/30,107.2,
青岛,不莱梅哈芬,40GP,20%,HYNUNDAI,1072,2020/7/1,2020/9/30,214.4,
青岛,不莱梅哈芬,40HC,20%,HYNUNDAI,1072,2020/7/1,2020/9/30,214.4,
青岛,不莱梅哈芬,20GP,30%,MAERSK,730,2020/1/1,2020/3/31,219,
青岛,不莱梅哈芬,40HC,30%,MAERSK,1460,2020/1/1,2020/3/31,438,
青岛,不莱梅哈芬,20GP,30%,MAERSK,752,2020/4/1,2020/6/30,225.6,
青岛,不莱梅哈芬,40GP,30%,MAERSK,1504,2020/4/1,2020/6/30,451.2,
青岛,不莱梅哈芬,40HC,30%,MAERSK,1504,2020/4/1,2020/6/30,451.2,
青岛,不莱梅哈芬,20GP,30%,MAERSK,569.5,2020/7/1,2020/9/30,170.85,
青岛,不莱梅哈芬,40GP,30%,MAERSK,1139,2020/7/1,2020/9/30,341.7,
青岛,不莱梅哈芬,40HC,30%,MAERSK,1139,2020/7/1,2020/9/30,341.7,
青岛,布埃纳文图拉,20GP,100%,ONE,1501,2020/3/1,2020/6/30,1501,
青岛,布埃纳文图拉,40GP,100%,ONE,1752,2020/3/1,2020/6/30,1752,
青岛,布埃纳文图拉,40HC,100%,ONE,1752,2020/3/1,2020/6/30,1752,
青岛,布埃纳文图拉,20GP,100%,ONE,1308,2020/7/1,2020/9/30,1308,
青岛,布埃纳文图拉,40GP,100%,ONE,1366,2020/7/1,2020/9/30,1366,
青岛,布埃纳文图拉,40HC,100%,ONE,1366,2020/7/1,2020/9/30,1366,
青岛,布宜诺斯艾利斯,20GP,100%,EVERGREEN,1575,2020/3/1,2020/6/30,1575,
青岛,布宜诺斯艾利斯,40GP,100%,EVERGREEN,1800,2020/3/1,2020/6/30,1800,
青岛,布宜诺斯艾利斯,40HC,100%,EVERGREEN,1800,2020/3/1,2020/6/30,1800,
青岛,布宜诺斯艾利斯,20GP,100%,EVERGREEN,1575,2020/7/1,2020/9/30,1575,
青岛,布宜诺斯艾利斯,40GP,100%,EVERGREEN,1800,2020/7/1,2020/9/30,1800,
青岛,布宜诺斯艾利斯,40HC,100%,EVERGREEN,1800,2020/7/1,2020/9/30,1800,
青岛,达德里,20GP,30%,APL,1600,2020/3/1,2020/6/30,480,
青岛,达德里,40GP,30%,APL,2100,2020/3/1,2020/6/30,630,
青岛,达德里,40HC,30%,APL,2100,2020/3/1,2020/6/30,630,
青岛,达德里,20GP,30%,APL,1462,2020/7/1,2020/9/30,438.6,
青岛,达德里,40GP,30%,APL,1824,2020/7/1,2020/9/30,547.2,
青岛,达德里,40HC,30%,APL,1824,2020/7/1,2020/9/30,547.2,
青岛,达德里,20GP,50%,COSCO,985,2020/1/1,2020/2/29,492.5,
青岛,达德里,40GP,50%,COSCO,1618,2020/1/1,2020/2/29,809,
青岛,达德里,40HC,50%,COSCO,1618,2020/1/1,2020/2/29,809,
青岛,达德里,20GP,20%,COSCO,1720,2020/3/1,2020/6/30,344,
青岛,达德里,40GP,20%,COSCO,2200,2020/3/1,2020/6/30,440,
青岛,达德里,40HC,20%,COSCO,2200,2020/3/1,2020/6/30,440,
青岛,达德里,20GP,20%,COSCO,1629,2020/7/1,2020/9/30,325.8,
青岛,达德里,40GP,20%,COSCO,2018,2020/7/1,2020/9/30,403.6,
青岛,达德里,40HC,20%,COSCO,2018,2020/7/1,2020/9/30,403.6,
青岛,达德里,20GP,0%,HAIER LOGISTICS,1060,2020/1/1,2020/2/29,0,
青岛,达德里,40GP,0%,HAIER LOGISTICS,1768,2020/1/1,2020/2/29,0,
青岛,达德里,40HC,0%,HAIER LOGISTICS,1768,2020/1/1,2020/2/29,0,
青岛,达德里,20GP,50%,MAERSK,980,2020/1/1,2020/2/29,490,
青岛,达德里,40GP,50%,MAERSK,1610,2020/1/1,2020/2/29,805,
青岛,达德里,40HC,50%,MAERSK,1610,2020/1/1,2020/2/29,805,
青岛,达德里,20GP,50%,MAERSK,1190,2020/3/1,2020/6/30,595,
青岛,达德里,40GP,50%,MAERSK,2101,2020/3/1,2020/6/30,1050.5,
青岛,达德里,40HC,50%,MAERSK,2101,2020/3/1,2020/6/30,1050.5,
青岛,达德里,20GP,50%,MAERSK,1076,2020/7/1,2020/9/30,538,
青岛,达德里,40GP,50%,MAERSK,1873,2020/7/1,2020/9/30,936.5,
青岛,达德里,40HC,50%,MAERSK,1873,2020/7/1,2020/9/30,936.5,
青岛,达喀尔,20GP,100%,MAERSK,1935,2020/3/1,2020/6/30,1935,
青岛,达喀尔,40GP,100%,MAERSK,2922,2020/3/1,2020/6/30,2922,
青岛,达喀尔,20GP,100%,MAERSK,1640,2020/7/1,2020/9/30,1640,
青岛,达喀尔,40GP,100%,MAERSK,2330,2020/7/1,2020/9/30,2330,
青岛,达喀尔,40HC,100%,MAERSK,2330,2020/7/1,2020/9/30,2330,
青岛,达喀尔,40HC,100%,MSC,2505,2020/1/1,2020/2/29,2505,
青岛,达曼,20GP,70%,APL,880,2020/3/1,2020/6/30,616,
青岛,达曼,40GP,70%,APL,1120,2020/3/1,2020/6/30,784,
青岛,达曼,40HC,70%,APL,1120,2020/3/1,2020/6/30,784,
青岛,达曼,20GP,70%,APL,742,2020/7/1,2020/9/30,519.4,
青岛,达曼,40GP,70%,APL,844,2020/7/1,2020/9/30,590.8,
青岛,达曼,40HC,70%,APL,844,2020/7/1,2020/9/30,590.8,
青岛,达曼,20GP,30%,EVERGREEN,1000,2020/3/1,2020/6/30,300,
青岛,达曼,40GP,30%,EVERGREEN,1300,2020/3/1,2020/6/30,390,
青岛,达曼,40HC,30%,EVERGREEN,1300,2020/3/1,2020/6/30,390,
青岛,达曼,20GP,30%,EVERGREEN,1000,2020/7/1,2020/9/30,300,
青岛,达曼,40GP,30%,EVERGREEN,1300,2020/7/1,2020/9/30,390,
青岛,达曼,40HC,30%,EVERGREEN,1300,2020/7/1,2020/9/30,390,
青岛,大阪,20GP,50%,COSCO,240,2020/1/1,2020/2/29,120,
青岛,大阪,40GP,50%,COSCO,130,2020/1/1,2020/2/29,65,
青岛,大阪,40HC,50%,COSCO,130,2020/1/1,2020/2/29,65,
青岛,大阪,20GP,50%,COSCO,280,2020/3/1,2021/2/28,140,
青岛,大阪,40GP,50%,COSCO,150,2020/3/1,2021/2/28,75,
青岛,大阪,40HC,50%,COSCO,150,2020/3/1,2021/2/28,75,
青岛,大阪,20GP,10%,SINOTRANS,180,2020/3/1,2021/2/28,18,
青岛,大阪,40GP,10%,SINOTRANS,230,2020/3/1,2021/2/28,23,
青岛,大阪,40HC,10%,SINOTRANS,230,2020/3/1,2021/2/28,23,
青岛,大阪,20GP,25%,SITC,200,2020/1/1,2020/2/29,50,
青岛,大阪,40GP,25%,SITC,190,2020/1/1,2020/2/29,47.5,
青岛,大阪,40HC,25%,SITC,190,2020/1/1,2020/2/29,47.5,
青岛,大阪,20GP,25%,中创物流股份有限公司,135,2020/1/1,2020/2/29,33.75,
青岛,大阪,40GP,25%,中创物流股份有限公司,140,2020/1/1,2020/2/29,35,
青岛,大阪,40HC,25%,中创物流股份有限公司,140,2020/1/1,2020/2/29,35,
青岛,大阪,20GP,30%,中创物流股份有限公司,161,2020/3/1,2021/2/28,48.3,
青岛,大阪,40GP,30%,中创物流股份有限公司,191,2020/3/1,2021/2/28,57.3,
青岛,大阪,40HC,30%,中创物流股份有限公司,191,2020/3/1,2021/2/28,57.3,
青岛,大阪,20GP,10%,中通,175,2020/3/1,2021/2/28,17.5,
青岛,大阪,40GP,10%,中通,235,2020/3/1,2021/2/28,23.5,
青岛,大阪,40HC,10%,中通,235,2020/3/1,2021/2/28,23.5,
青岛,的里雅斯特,20GP,30%,CMA,680,2020/1/1,2020/3/31,204,
青岛,的里雅斯特,40GP,30%,CMA,1360,2020/1/1,2020/3/31,408,
青岛,的里雅斯特,40HC,30%,CMA,1360,2020/1/1,2020/3/31,408,
青岛,的里雅斯特,20GP,30%,CMA,695,2020/4/1,2020/6/30,208.5,
青岛,的里雅斯特,40GP,30%,CMA,1390,2020/4/1,2020/6/30,417,
青岛,的里雅斯特,40HC,30%,CMA,1390,2020/4/1,2020/6/30,417,
青岛,的里雅斯特,20GP,30%,CMA,515,2020/7/1,2020/9/30,154.5,
青岛,的里雅斯特,40GP,30%,CMA,1030,2020/7/1,2020/9/30,309,
青岛,的里雅斯特,40HC,30%,CMA,1030,2020/7/1,2020/9/30,309,
青岛,的里雅斯特,20GP,50%,COSCO,625,2020/1/1,2020/3/31,312.5,
青岛,的里雅斯特,40GP,50%,COSCO,1250,2020/1/1,2020/3/31,625,
青岛,的里雅斯特,40HC,50%,COSCO,1250,2020/1/1,2020/3/31,625,
青岛,的里雅斯特,20GP,50%,COSCO,701,2020/4/1,2020/6/30,350.5,
青岛,的里雅斯特,40GP,50%,COSCO,1402,2020/4/1,2020/6/30,701,
青岛,的里雅斯特,40HC,50%,COSCO,1402,2020/4/1,2020/6/30,701,
青岛,的里雅斯特,20GP,50%,COSCO,714,2020/7/1,2020/9/30,357,714
青岛,的里雅斯特,40GP,50%,COSCO,1428,2020/7/1,2020/9/30,714,1428
青岛,的里雅斯特,40HC,50%,COSCO,1428,2020/7/1,2020/9/30,714,1428
青岛,的里雅斯特,20GP,20%,MAERSK,675,2020/1/1,2020/3/31,135,
青岛,的里雅斯特,40GP,20%,MAERSK,1350,2020/1/1,2020/3/31,270,
青岛,的里雅斯特,40HC,20%,MAERSK,1350,2020/1/1,2020/3/31,270,
青岛,的里雅斯特,20GP,20%,MAERSK,697,2020/4/1,2020/6/30,139.4,
青岛,的里雅斯特,40GP,20%,MAERSK,1394,2020/4/1,2020/6/30,278.8,
青岛,的里雅斯特,40HC,20%,MAERSK,1394,2020/4/1,2020/6/30,278.8,
青岛,的里雅斯特,20GP,20%,MAERSK,514.5,2020/7/1,2020/9/30,102.9,
青岛,的里雅斯特,40GP,20%,MAERSK,1029,2020/7/1,2020/9/30,205.8,
青岛,的里雅斯特,40HC,20%,MAERSK,1029,2020/7/1,2020/9/30,205.8,
青岛,迪拜,20GP,100%,EVERGREEN,475,2020/1/1,2020/2/29,475,
青岛,迪拜,40GP,100%,EVERGREEN,650,2020/1/1,2020/2/29,650,
青岛,迪拜,40HC,100%,EVERGREEN,650,2020/1/1,2020/2/29,650,
青岛,迪拜,20GP,100%,OOCL,1075,2020/3/1,2020/6/30,1075,
青岛,迪拜,40GP,100%,OOCL,1600,2020/3/1,2020/6/30,1600,
青岛,迪拜,40HC,100%,OOCL,1600,2020/3/1,2020/6/30,1600,
青岛,迪拜,20GP,100%,OOCL,1075,2020/7/1,2020/9/30,1075,
青岛,迪拜,40GP,100%,OOCL,1600,2020/7/1,2020/9/30,1600,
青岛,迪拜,40HC,100%,OOCL,1600,2020/7/1,2020/9/30,1600,
青岛,东方港,20GP,70%,CMA,607.5,2020/1/1,2020/3/31,425.25,
青岛,东方港,40GP,70%,CMA,910,2020/1/1,2020/3/31,637,
青岛,东方港,40HC,70%,CMA,910,2020/1/1,2020/3/31,637,
青岛,东方港,20GP,70%,CMA,607.5,2020/4/1,2020/6/30,425.25,
青岛,东方港,40GP,70%,CMA,910,2020/4/1,2020/6/30,637,
青岛,东方港,40HC,70%,CMA,910,2020/4/1,2020/6/30,637,
青岛,东方港,20GP,70%,CMA,562.5,2020/7/1,2020/9/30,393.75,
青岛,东方港,40GP,70%,CMA,820,2020/7/1,2020/9/30,574,
青岛,东方港,40HC,70%,CMA,820,2020/7/1,2020/9/30,574,
青岛,东方港,20GP,30%,俄溢,615,2020/1/1,2020/3/31,184.5,
青岛,东方港,40GP,30%,俄溢,930,2020/1/1,2020/3/31,279,
青岛,东方港,40HC,30%,俄溢,930,2020/1/1,2020/3/31,279,
青岛,东方港,20GP,30%,俄溢,615,2020/4/1,2020/6/30,184.5,
青岛,东方港,40GP,30%,俄溢,930,2020/4/1,2020/6/30,279,
青岛,东方港,40HC,30%,俄溢,930,2020/4/1,2020/6/30,279,
青岛,东方港,20GP,30%,俄溢,615,2020/7/1,2020/9/30,184.5,
青岛,东方港,40GP,30%,俄溢,930,2020/7/1,2020/9/30,279,
青岛,东方港,40HC,30%,俄溢,930,2020/7/1,2020/9/30,279,
青岛,东京,20GP,40%,COSCO,240,2020/1/1,2020/2/29,96,
青岛,东京,40GP,40%,COSCO,140,2020/1/1,2020/2/29,56,
青岛,东京,40HC,40%,COSCO,140,2020/1/1,2020/2/29,56,
青岛,东京,20GP,50%,COSCO,280,2020/3/1,2021/2/28,140,
青岛,东京,40GP,50%,COSCO,170,2020/3/1,2021/2/28,85,
青岛,东京,40HC,50%,COSCO,170,2020/3/1,2021/2/28,85,
青岛,东京,20GP,20%,SITC,200,2020/1/1,2020/2/29,40,
青岛,东京,40GP,20%,SITC,190,2020/1/1,2020/2/29,38,
青岛,东京,40HC,20%,SITC,190,2020/1/1,2020/2/29,38,
青岛,东京,20GP,10%,SITC,230,2020/3/1,2021/2/28,23,
青岛,东京,40GP,10%,SITC,240,2020/3/1,2021/2/28,24,
青岛,东京,40HC,10%,SITC,240,2020/3/1,2021/2/28,24,
青岛,东京,20GP,40%,中创物流股份有限公司,135,2020/1/1,2020/2/29,54,
青岛,东京,40GP,40%,中创物流股份有限公司,140,2020/1/1,2020/2/29,56,
青岛,东京,40HC,40%,中创物流股份有限公司,140,2020/1/1,2020/2/29,56,
青岛,东京,20GP,30%,中创物流股份有限公司,161,2020/3/1,2021/2/28,48.3,
青岛,东京,40GP,30%,中创物流股份有限公司,191,2020/3/1,2021/2/28,57.3,
青岛,东京,40HC,30%,中创物流股份有限公司,191,2020/3/1,2021/2/28,57.3,
青岛,东京,20GP,10%,中通,180,2020/3/1,2021/2/28,18,
青岛,东京,40GP,10%,中通,240,2020/3/1,2021/2/28,24,
青岛,东京,40HC,10%,中通,240,2020/3/1,2021/2/28,24,
青岛,费立克斯托,20GP,40%,CMA,690,2020/1/1,2020/3/31,276,
青岛,费立克斯托,40GP,40%,CMA,1380,2020/1/1,2020/3/31,552,
青岛,费立克斯托,40HC,40%,CMA,1380,2020/1/1,2020/3/31,552,
青岛,费立克斯托,20GP,40%,CMA,705,2020/4/1,2020/6/30,282,
青岛,费立克斯托,40GP,40%,CMA,1410,2020/4/1,2020/6/30,564,
青岛,费立克斯托,40HC,40%,CMA,1410,2020/4/1,2020/6/30,564,
青岛,费立克斯托,20GP,40%,CMA,675,2020/7/1,2020/9/30,270,
青岛,费立克斯托,40GP,40%,CMA,1350,2020/7/1,2020/9/30,540,
青岛,费立克斯托,40HC,40%,CMA,1350,2020/7/1,2020/9/30,540,
青岛,费立克斯托,20GP,25%,COSCO,825,2020/1/1,2020/3/31,206.25,825
青岛,费立克斯托,40GP,25%,COSCO,1670,2020/1/1,2020/3/31,417.5,1670
青岛,费立克斯托,40HC,25%,COSCO,1670,2020/1/1,2020/3/31,417.5,1670
青岛,费立克斯托,20GP,25%,COSCO,800,2020/4/1,2020/6/30,200,800
青岛,费立克斯托,40GP,25%,COSCO,1600,2020/4/1,2020/6/30,400,1600
青岛,费立克斯托,40HC,25%,COSCO,1600,2020/4/1,2020/6/30,400,1600
青岛,费立克斯托,20GP,25%,COSCO,707,2020/7/1,2020/9/30,176.75,707
青岛,费立克斯托,40GP,25%,COSCO,1414,2020/7/1,2020/9/30,353.5,1414
青岛,费立克斯托,40HC,25%,COSCO,1414,2020/7/1,2020/9/30,353.5,1414
青岛,费立克斯托,20GP,25%,EVERGREEN,600,2020/1/1,2020/3/31,150,
青岛,费立克斯托,40GP,25%,EVERGREEN,1200,2020/1/1,2020/3/31,300,
青岛,费立克斯托,40HC,25%,EVERGREEN,1200,2020/1/1,2020/3/31,300,
青岛,费立克斯托,20GP,25%,EVERGREEN,600,2020/4/1,2020/6/30,150,
青岛,费立克斯托,40GP,25%,EVERGREEN,1200,2020/4/1,2020/6/30,300,
青岛,费立克斯托,40HC,25%,EVERGREEN,1200,2020/4/1,2020/6/30,300,
青岛,费立克斯托,20GP,25%,EVERGREEN,600,2020/7/1,2020/9/30,150,
青岛,费立克斯托,40GP,25%,EVERGREEN,1200,2020/7/1,2020/9/30,300,
青岛,费立克斯托,40HC,25%,EVERGREEN,1200,2020/7/1,2020/9/30,300,
青岛,费立克斯托,20GP,10%,MSC,712.5,2020/1/1,2020/3/31,71.25,
青岛,费立克斯托,40GP,10%,MSC,1425,2020/1/1,2020/3/31,142.5,
青岛,费立克斯托,40HC,10%,MSC,1425,2020/1/1,2020/3/31,142.5,
青岛,费立克斯托,20GP,10%,MSC,749.5,2020/4/1,2020/6/30,74.95,
青岛,费立克斯托,40GP,10%,MSC,1499,2020/4/1,2020/6/30,149.9,
青岛,费立克斯托,40HC,10%,MSC,1499,2020/4/1,2020/6/30,149.9,
青岛,费立克斯托,20GP,10%,MSC,551.5,2020/7/1,2020/9/30,55.15,
青岛,费立克斯托,40GP,10%,MSC,1103,2020/7/1,2020/9/30,110.3,
青岛,费立克斯托,40HC,10%,MSC,1103,2020/7/1,2020/9/30,110.3,
青岛,符拉迪沃斯托克,20GP,70%,CMA,585,2020/1/1,2020/3/31,409.5,
青岛,符拉迪沃斯托克,40GP,70%,CMA,835,2020/1/1,2020/3/31,584.5,
青岛,符拉迪沃斯托克,40HC,70%,CMA,835,2020/1/1,2020/3/31,584.5,
青岛,符拉迪沃斯托克,20GP,70%,CMA,585,2020/4/1,2020/6/30,409.5,
青岛,符拉迪沃斯托克,40GP,70%,CMA,865,2020/4/1,2020/6/30,605.5,
青岛,符拉迪沃斯托克,40HC,70%,CMA,865,2020/4/1,2020/6/30,605.5,
青岛,符拉迪沃斯托克,20GP,70%,CMA,540,2020/7/1,2020/9/30,378,
青岛,符拉迪沃斯托克,40GP,70%,CMA,775,2020/7/1,2020/9/30,542.5,
青岛,符拉迪沃斯托克,40HC,70%,CMA,775,2020/7/1,2020/9/30,542.5,
青岛,符拉迪沃斯托克,20GP,30%,俄溢,565,2020/1/1,2020/3/31,169.5,
青岛,符拉迪沃斯托克,40GP,30%,俄溢,830,2020/1/1,2020/3/31,249,
青岛,符拉迪沃斯托克,40HC,30%,俄溢,830,2020/1/1,2020/3/31,249,
青岛,符拉迪沃斯托克,20GP,30%,俄溢,565,2020/4/1,2020/6/30,169.5,
青岛,符拉迪沃斯托克,40GP,30%,俄溢,830,2020/4/1,2020/6/30,249,
青岛,符拉迪沃斯托克,40HC,30%,俄溢,830,2020/4/1,2020/6/30,249,
青岛,符拉迪沃斯托克,20GP,30%,俄溢,565,2020/7/1,2020/9/30,169.5,
青岛,符拉迪沃斯托克,40GP,30%,俄溢,830,2020/7/1,2020/9/30,249,
青岛,符拉迪沃斯托克,40HC,30%,俄溢,830,2020/7/1,2020/9/30,249,
青岛,高松港,20GP,100%,中创物流股份有限公司,555,2020/1/1,2020/2/29,555,
青岛,高松港,40GP,100%,中创物流股份有限公司,905,2020/1/1,2020/2/29,905,
青岛,高松港,40HC,100%,中创物流股份有限公司,905,2020/1/1,2020/2/29,905,
青岛,高松港,20GP,100%,中创物流股份有限公司,445,2020/3/1,2021/2/28,445,
青岛,高松港,40GP,100%,中创物流股份有限公司,810,2020/3/1,2021/2/28,810,
青岛,高松港,40HC,100%,中创物流股份有限公司,810,2020/3/1,2021/2/28,810,
青岛,高雄,20GP,100%,EVERGREEN,160,2020/1/1,2020/2/29,160,
青岛,高雄,40GP,100%,EVERGREEN,320,2020/1/1,2020/2/29,320,
青岛,高雄,40HC,100%,EVERGREEN,320,2020/1/1,2020/2/29,320,
青岛,高雄,20GP,60%,EVERGREEN,150,2020/3/1,2020/6/30,90,
青岛,高雄,40GP,60%,EVERGREEN,300,2020/3/1,2020/6/30,180,
青岛,高雄,40HC,60%,EVERGREEN,300,2020/3/1,2020/6/30,180,
青岛,高雄,20GP,60%,EVERGREEN,150,2020/7/1,2020/9/30,90,
青岛,高雄,40GP,60%,EVERGREEN,300,2020/7/1,2020/9/30,180,
青岛,高雄,40HC,60%,EVERGREEN,300,2020/7/1,2020/9/30,180,
青岛,高雄,20GP,40%,OOCL,225,2020/3/1,2020/6/30,90,
青岛,高雄,40GP,40%,OOCL,320,2020/3/1,2020/6/30,128,
青岛,高雄,40HC,40%,OOCL,320,2020/3/1,2020/6/30,128,
青岛,高雄,20GP,40%,OOCL,225,2020/7/1,2020/9/30,90,
青岛,高雄,40GP,40%,OOCL,320,2020/7/1,2020/9/30,128,
青岛,高雄,40HC,40%,OOCL,320,2020/7/1,2020/9/30,128,
青岛,哥打基纳巴卢,20GP,100%,CMA,875.2147765,2020/1/1,2020/2/29,875.2147765,
青岛,哥打基纳巴卢,40GP,100%,CMA,1250.233014,2020/1/1,2020/2/29,1250.233014,
青岛,哥打基纳巴卢,40HC,100%,CMA,1250.233014,2020/1/1,2020/2/29,1250.233014,
青岛,格丹斯克,20GP,30%,CMA,690,2020/1/1,2020/3/31,207,
青岛,格丹斯克,40GP,30%,CMA,1380,2020/1/1,2020/3/31,414,
青岛,格丹斯克,40HC,30%,CMA,1380,2020/1/1,2020/3/31,414,
青岛,格丹斯克,20GP,30%,CMA,705,2020/4/1,2020/6/30,211.5,
青岛,格丹斯克,40GP,30%,CMA,1410,2020/4/1,2020/6/30,423,
青岛,格丹斯克,40HC,30%,CMA,1410,2020/4/1,2020/6/30,423,
青岛,格丹斯克,20GP,30%,CMA,675,2020/7/1,2020/9/30,202.5,
青岛,格丹斯克,40GP,30%,CMA,1350,2020/7/1,2020/9/30,405,
青岛,格丹斯克,40HC,30%,CMA,1350,2020/7/1,2020/9/30,405,
青岛,格丹斯克,20GP,40%,COSCO,650,2020/1/1,2020/3/31,260,
青岛,格丹斯克,40GP,40%,COSCO,1300,2020/1/1,2020/3/31,520,
青岛,格丹斯克,40HC,40%,COSCO,1300,2020/1/1,2020/3/31,520,
青岛,格丹斯克,20GP,40%,COSCO,650,2020/4/1,2020/6/30,260,
青岛,格丹斯克,40GP,40%,COSCO,1300,2020/4/1,2020/6/30,520,
青岛,格丹斯克,40HC,40%,COSCO,1300,2020/4/1,2020/6/30,520,
青岛,格丹斯克,20GP,40%,COSCO,707,2020/7/1,2020/9/30,282.8,707
青岛,格丹斯克,40GP,40%,COSCO,1414,2020/7/1,2020/9/30,565.6,1414
青岛,格丹斯克,40HC,40%,COSCO,1414,2020/7/1,2020/9/30,565.6,1414
青岛,格丹斯克,20GP,30%,MSC,712.5,2020/1/1,2020/3/31,213.75,
青岛,格丹斯克,40GP,30%,MSC,1425,2020/1/1,2020/3/31,427.5,
青岛,格丹斯克,40HC,30%,MSC,1425,2020/1/1,2020/3/31,427.5,
青岛,格丹斯克,20GP,30%,MSC,749.5,2020/4/1,2020/6/30,224.85,
青岛,格丹斯克,40GP,30%,MSC,1499,2020/4/1,2020/6/30,449.7,
青岛,格丹斯克,40HC,30%,MSC,1499,2020/4/1,2020/6/30,449.7,
青岛,格丹斯克,20GP,30%,MSC,551.5,2020/7/1,2020/9/30,165.45,
青岛,格丹斯克,40GP,30%,MSC,1103,2020/7/1,2020/9/30,330.9,
青岛,格丹斯克,40HC,30%,MSC,1103,2020/7/1,2020/9/30,330.9,
